HGT_ID,Sequence_query,Sequence_subject,query_congtig_id,subject_contig_id,MAG 1,MAG 2,q_start,q_end,s_start,s_end,query_length,subject_length,Length,Identity,End Match,Full Match,details
HGT_seq_248,NODE_243_length_2242_cov_9.932785_963_2242,NODE_158_length_2582_cov_10.954491_107_1386,NODE_243_length_2242_cov_9.932785,NODE_158_length_2582_cov_10.954491,s_9002000001215917_3.strict.fa,s_9002000001323502_21.permissive.fa,963,2242,107,1386,2242,2582,1280,99.688,True,False,"['NODE_243_length_2242_cov_9.932785', 963, 2242, 1280, 's_9002000001215917_3.strict.fa', 'NODE_158_length_2582_cov_10.954491', 107, 1386, 's_9002000001323502_21.permissive.fa']"
HGT_seq_249,NODE_28_length_12384_cov_13.669478_2421_9220,NODE_86_length_7077_cov_9.938479_281_7077,NODE_28_length_12384_cov_13.669478,NODE_86_length_7077_cov_9.938479,s_9002000001215917_3.strict.fa,s_9002000001392831_7.strict.fa,2421,9220,281,7077,12384,7077,6800,99.25,False,True,"['NODE_28_length_12384_cov_13.669478', 2421, 9220, 6800, 's_9002000001215917_3.strict.fa', 'NODE_86_length_7077_cov_9.938479', 281, 7077, 's_9002000001392831_7.strict.fa']"
HGT_seq_250,NODE_266_length_1774_cov_10.171030_1_1557,NODE_39_length_12732_cov_11.688333_6565_5009,NODE_266_length_1774_cov_10.171030,NODE_39_length_12732_cov_11.688333,s_9002000001215917_3.strict.fa,s_9002000001323502_21.permissive.fa,1,1557,6565,5009,1774,12732,1557,99.615,False,False,"['NODE_266_length_1774_cov_10.171030', 1, 1557, 1557, 's_9002000001215917_3.strict.fa', 'NODE_39_length_12732_cov_11.688333', 6565, 5009, 's_9002000001323502_21.permissive.fa']"
HGT_seq_251,NODE_84_length_5768_cov_12.686855_1454_5677,NODE_138_length_4224_cov_7.719117_4224_1,NODE_84_length_5768_cov_12.686855,NODE_138_length_4224_cov_7.719117,s_9002000001373308_1.strict.fa,s_9002000001447950_2.strict.fa,1454,5677,4224,1,5768,4224,4224,99.503,True,True,"['NODE_84_length_5768_cov_12.686855', 1454, 5677, 4224, 's_9002000001373308_1.strict.fa', 'NODE_138_length_4224_cov_7.719117', 4224, 1, 's_9002000001447950_2.strict.fa']"
HGT_seq_252,NODE_19_length_12654_cov_14.835146_1_10593,NODE_40_length_12155_cov_12.793967_10593_1,NODE_19_length_12654_cov_14.835146,NODE_40_length_12155_cov_12.793967,s_9002000001373308_1.strict.fa,s_9002000001456330_2.permissive.fa,1,10593,10593,1,12654,12155,10593,99.537,True,False,"['NODE_19_length_12654_cov_14.835146', 1, 10593, 10593, 's_9002000001373308_1.strict.fa', 'NODE_40_length_12155_cov_12.793967', 10593, 1, 's_9002000001456330_2.permissive.fa']"
HGT_seq_253,NODE_11_length_25442_cov_18.348210_5068_14110,NODE_31_length_9381_cov_16.044606_339_9381,NODE_11_length_25442_cov_18.348210,NODE_31_length_9381_cov_16.044606,s_9002000001343701_48.permissive.fa,s_9002000001373308_1.strict.fa,5068,14110,339,9381,25442,9381,9043,99.292,False,True,"['NODE_11_length_25442_cov_18.348210', 5068, 14110, 9043, 's_9002000001343701_48.permissive.fa', 'NODE_31_length_9381_cov_16.044606', 339, 9381, 's_9002000001373308_1.strict.fa']"
HGT_seq_254,NODE_145_length_4150_cov_15.142857_1_4081,NODE_139_length_4211_cov_10.083975_4081_1,NODE_145_length_4150_cov_15.142857,NODE_139_length_4211_cov_10.083975,s_9002000001373308_1.strict.fa,s_9002000001446502_20.permissive.fa,1,4081,4081,1,4150,4211,4081,99.534,True,True,"['NODE_145_length_4150_cov_15.142857', 1, 4081, 4081, 's_9002000001373308_1.strict.fa', 'NODE_139_length_4211_cov_10.083975', 4081, 1, 's_9002000001446502_20.permissive.fa']"
HGT_seq_255,NODE_145_length_4150_cov_15.142857_1_4150,NODE_114_length_26484_cov_16.839267_9447_5298,NODE_145_length_4150_cov_15.142857,NODE_114_length_26484_cov_16.839267,s_9002000001373308_1.strict.fa,s_9002000001433400_13.orig.fa,1,4150,9447,5298,4150,26484,4150,99.494,False,True,"['NODE_145_length_4150_cov_15.142857', 1, 4150, 4150, 's_9002000001373308_1.strict.fa', 'NODE_114_length_26484_cov_16.839267', 9447, 5298, 's_9002000001433400_13.orig.fa']"
HGT_seq_256,NODE_130_length_4552_cov_17.098065_4_3908,NODE_66_length_8572_cov_19.951626_3907_3,NODE_130_length_4552_cov_17.098065,NODE_66_length_8572_cov_19.951626,s_9002000001247124_37.permissive.fa,s_9002000001473223_36.strict.fa,4,3908,3907,3,4552,8572,3906,99.206,True,False,"['NODE_130_length_4552_cov_17.098065', 4, 3908, 3906, 's_9002000001247124_37.permissive.fa', 'NODE_66_length_8572_cov_19.951626', 3907, 3, 's_9002000001473223_36.strict.fa']"
HGT_seq_257,NODE_157_length_3840_cov_5.185997_2226_3840,NODE_104_length_4807_cov_13.051978_4807_3193,NODE_157_length_3840_cov_5.185997,NODE_104_length_4807_cov_13.051978,s_9002000001215917_3.strict.fa,s_9002000001423590_15.permissive.fa,2226,3840,4807,3193,3840,4807,1615,99.257,True,False,"['NODE_157_length_3840_cov_5.185997', 2226, 3840, 1615, 's_9002000001215917_3.strict.fa', 'NODE_104_length_4807_cov_13.051978', 4807, 3193, 's_9002000001423590_15.permissive.fa']"
HGT_seq_258,NODE_145_length_4150_cov_15.142857_1_4150,NODE_58_length_9549_cov_16.838740_9487_5338,NODE_145_length_4150_cov_15.142857,NODE_58_length_9549_cov_16.838740,s_9002000001373308_1.strict.fa,s_9002000001476065_22.strict.fa,1,4150,9487,5338,4150,9549,4150,99.494,True,True,"['NODE_145_length_4150_cov_15.142857', 1, 4150, 4150, 's_9002000001373308_1.strict.fa', 'NODE_58_length_9549_cov_16.838740', 9487, 5338, 's_9002000001476065_22.strict.fa']"
HGT_seq_259,NODE_84_length_6384_cov_12.678938_5078_6384,NODE_79_length_6635_cov_7.408815_5032_6336,NODE_84_length_6384_cov_12.678938,NODE_79_length_6635_cov_7.408815,s_9002000001215917_3.strict.fa,s_9002000001484586_20.permissive.fa,5078,6384,5032,6336,6384,6635,1307,99.235,False,False,"['NODE_84_length_6384_cov_12.678938', 5078, 6384, 1307, 's_9002000001215917_3.strict.fa', 'NODE_79_length_6635_cov_7.408815', 5032, 6336, 's_9002000001484586_20.permissive.fa']"
HGT_seq_260,NODE_44_length_9776_cov_14.150808_1_1361,NODE_46_length_12426_cov_19.496565_3017_1657,NODE_44_length_9776_cov_14.150808,NODE_46_length_12426_cov_19.496565,s_9002000001215917_3.strict.fa,s_9002000001343701_48.permissive.fa,1,1361,3017,1657,9776,12426,1361,99.559,False,False,"['NODE_44_length_9776_cov_14.150808', 1, 1361, 1361, 's_9002000001215917_3.strict.fa', 'NODE_46_length_12426_cov_19.496565', 3017, 1657, 's_9002000001343701_48.permissive.fa']"
HGT_seq_261,NODE_233_length_1665_cov_10.575155_1_538,NODE_99_length_68617_cov_28.751087_4282_3745,NODE_233_length_1665_cov_10.575155,NODE_99_length_68617_cov_28.751087,s_9002000001247124_37.permissive.fa,s_9002000001479951_31.orig.fa,1,538,4282,3745,1665,68617,538,99.071,False,False,"['NODE_233_length_1665_cov_10.575155', 1, 538, 538, 's_9002000001247124_37.permissive.fa', 'NODE_99_length_68617_cov_28.751087', 4282, 3745, 's_9002000001479951_31.orig.fa']"
HGT_seq_262,NODE_23_length_20556_cov_39.989220_6071_10220,NODE_145_length_4150_cov_15.142857_4150_1,NODE_23_length_20556_cov_39.989220,NODE_145_length_4150_cov_15.142857,s_9002000001350528_1.permissive.fa,s_9002000001373308_1.strict.fa,6071,10220,4150,1,20556,4150,4152,99.181,False,True,"['NODE_23_length_20556_cov_39.989220', 6071, 10220, 4152, 's_9002000001350528_1.permissive.fa', 'NODE_145_length_4150_cov_15.142857', 4150, 1, 's_9002000001373308_1.strict.fa']"
HGT_seq_263,NODE_48_length_10816_cov_12.688040_2342_10816,NODE_27_length_14171_cov_6.258926_1_8476,NODE_48_length_10816_cov_12.688040,NODE_27_length_14171_cov_6.258926,s_9002000001247124_37.permissive.fa,s_9002000001416675_19.permissive.fa,2342,10816,1,8476,10816,14171,8476,99.292,True,False,"['NODE_48_length_10816_cov_12.688040', 2342, 10816, 8476, 's_9002000001247124_37.permissive.fa', 'NODE_27_length_14171_cov_6.258926', 1, 8476, 's_9002000001416675_19.permissive.fa']"
HGT_seq_264,NODE_78_length_7615_cov_10.033598_7054_7615,NODE_289_length_1819_cov_8.196712_1819_1258,NODE_78_length_7615_cov_10.033598,NODE_289_length_1819_cov_8.196712,s_9002000001334186_16.strict.fa,s_9002000001373308_1.strict.fa,7054,7615,1819,1258,7615,1819,562,99.466,True,False,"['NODE_78_length_7615_cov_10.033598', 7054, 7615, 562, 's_9002000001334186_16.strict.fa', 'NODE_289_length_1819_cov_8.196712', 1819, 1258, 's_9002000001373308_1.strict.fa']"
HGT_seq_265,NODE_157_length_3840_cov_5.185997_2331_3840,NODE_131_length_4511_cov_7.818896_4511_3002,NODE_157_length_3840_cov_5.185997,NODE_131_length_4511_cov_7.818896,s_9002000001215917_3.strict.fa,s_9002000001410650_3.permissive.fa,2331,3840,4511,3002,3840,4511,1510,99.536,True,False,"['NODE_157_length_3840_cov_5.185997', 2331, 3840, 1510, 's_9002000001215917_3.strict.fa', 'NODE_131_length_4511_cov_7.818896', 4511, 3002, 's_9002000001410650_3.permissive.fa']"
HGT_seq_266,NODE_157_length_3840_cov_5.185997_2725_3840,NODE_127_length_4499_cov_14.729523_1_1116,NODE_157_length_3840_cov_5.185997,NODE_127_length_4499_cov_14.729523,s_9002000001215917_3.strict.fa,s_9002000001455931_25.permissive.fa,2725,3840,1,1116,3840,4499,1116,99.642,True,False,"['NODE_157_length_3840_cov_5.185997', 2725, 3840, 1116, 's_9002000001215917_3.strict.fa', 'NODE_127_length_4499_cov_14.729523', 1, 1116, 's_9002000001455931_25.permissive.fa']"
HGT_seq_267,NODE_24_length_13262_cov_9.779284_1_13260,NODE_24_length_19054_cov_15.416759_13262_1,NODE_24_length_13262_cov_9.779284,NODE_24_length_19054_cov_15.416759,s_9002000001215917_3.strict.fa,s_9002000001343701_48.permissive.fa,1,13260,13262,1,13262,19054,13262,99.261,True,True,"['NODE_24_length_13262_cov_9.779284', 1, 13260, 13262, 's_9002000001215917_3.strict.fa', 'NODE_24_length_19054_cov_15.416759', 13262, 1, 's_9002000001343701_48.permissive.fa']"
HGT_seq_268,NODE_217_length_1972_cov_6.729786_570_1972,NODE_87_length_6247_cov_12.407300_6247_4845,NODE_217_length_1972_cov_6.729786,NODE_87_length_6247_cov_12.407300,s_9002000001247124_37.permissive.fa,s_9002000001454080_19.strict.fa,570,1972,6247,4845,1972,6247,1403,99.002,True,False,"['NODE_217_length_1972_cov_6.729786', 570, 1972, 1403, 's_9002000001247124_37.permissive.fa', 'NODE_87_length_6247_cov_12.407300', 6247, 4845, 's_9002000001454080_19.strict.fa']"
HGT_seq_269,NODE_3_length_22155_cov_12.689548_10659_12738,NODE_228_length_2080_cov_11.176790_1_2080,NODE_3_length_22155_cov_12.689548,NODE_228_length_2080_cov_11.176790,s_9002000001215917_3.strict.fa,s_9002000001484586_20.permissive.fa,10659,12738,1,2080,22155,2080,2080,99.279,False,True,"['NODE_3_length_22155_cov_12.689548', 10659, 12738, 2080, 's_9002000001215917_3.strict.fa', 'NODE_228_length_2080_cov_11.176790', 1, 2080, 's_9002000001484586_20.permissive.fa']"
HGT_seq_270,NODE_197_length_3152_cov_15.669035_691_1952,NODE_198_length_1261_cov_16.436153_1_1261,NODE_197_length_3152_cov_15.669035,NODE_198_length_1261_cov_16.436153,s_9002000001373308_1.strict.fa,s_9002000001476065_22.strict.fa,691,1952,1,1261,3152,1261,1262,99.366,False,True,"['NODE_197_length_3152_cov_15.669035', 691, 1952, 1262, 's_9002000001373308_1.strict.fa', 'NODE_198_length_1261_cov_16.436153', 1, 1261, 's_9002000001476065_22.strict.fa']"
HGT_seq_271,NODE_103_length_5631_cov_15.785689_245_2570,NODE_223_length_2325_cov_11.753304_1_2325,NODE_103_length_5631_cov_15.785689,NODE_223_length_2325_cov_11.753304,s_9002000001247124_37.permissive.fa,s_9002000001446502_20.permissive.fa,245,2570,1,2325,5631,2325,2326,99.914,False,True,"['NODE_103_length_5631_cov_15.785689', 245, 2570, 2326, 's_9002000001247124_37.permissive.fa', 'NODE_223_length_2325_cov_11.753304', 1, 2325, 's_9002000001446502_20.permissive.fa']"
HGT_seq_272,NODE_157_length_3840_cov_5.185997_2752_3840,NODE_122_length_4300_cov_10.881272_4230_3140,NODE_157_length_3840_cov_5.185997,NODE_122_length_4300_cov_10.881272,s_9002000001215917_3.strict.fa,s_9002000001462195_20.permissive.fa,2752,3840,4230,3140,3840,4300,1091,99.358,True,False,"['NODE_157_length_3840_cov_5.185997', 2752, 3840, 1091, 's_9002000001215917_3.strict.fa', 'NODE_122_length_4300_cov_10.881272', 4230, 3140, 's_9002000001462195_20.permissive.fa']"
HGT_seq_273,NODE_27_length_12438_cov_12.947670_1835_12438,NODE_3_length_19373_cov_10.237913_19373_8756,NODE_27_length_12438_cov_12.947670,NODE_3_length_19373_cov_10.237913,s_9002000001215917_3.strict.fa,s_9002000001410650_3.permissive.fa,1835,12438,19373,8756,12438,19373,10619,99.171,True,False,"['NODE_27_length_12438_cov_12.947670', 1835, 12438, 10619, 's_9002000001215917_3.strict.fa', 'NODE_3_length_19373_cov_10.237913', 19373, 8756, 's_9002000001410650_3.permissive.fa']"
HGT_seq_274,NODE_217_length_1972_cov_6.729786_2_1972,NODE_90_length_6856_cov_9.225849_6856_4886,NODE_217_length_1972_cov_6.729786,NODE_90_length_6856_cov_9.225849,s_9002000001247124_37.permissive.fa,s_9002000001456330_2.permissive.fa,2,1972,6856,4886,1972,6856,1971,99.391,True,True,"['NODE_217_length_1972_cov_6.729786', 2, 1972, 1971, 's_9002000001247124_37.permissive.fa', 'NODE_90_length_6856_cov_9.225849', 6856, 4886, 's_9002000001456330_2.permissive.fa']"
HGT_seq_275,NODE_214_length_3042_cov_8.611316_1_3042,NODE_78_length_8435_cov_5.197017_7244_4206,NODE_214_length_3042_cov_8.611316,NODE_78_length_8435_cov_5.197017,s_9002000001373308_1.strict.fa,s_9002000001567974_27.permissive.fa,1,3042,7244,4206,3042,8435,3042,99.08,False,True,"['NODE_214_length_3042_cov_8.611316', 1, 3042, 3042, 's_9002000001373308_1.strict.fa', 'NODE_78_length_8435_cov_5.197017', 7244, 4206, 's_9002000001567974_27.permissive.fa']"
HGT_seq_276,NODE_84_length_7227_cov_10.151143_4105_7227,NODE_201_length_3124_cov_14.650049_1_3123,NODE_84_length_7227_cov_10.151143,NODE_201_length_3124_cov_14.650049,s_9002000001334186_16.strict.fa,s_9002000001373308_1.strict.fa,4105,7227,1,3123,7227,3124,3123,99.712,True,True,"['NODE_84_length_7227_cov_10.151143', 4105, 7227, 3123, 's_9002000001334186_16.strict.fa', 'NODE_201_length_3124_cov_14.650049', 1, 3123, 's_9002000001373308_1.strict.fa']"
HGT_seq_277,NODE_243_length_2242_cov_9.932785_963_2242,NODE_85_length_6086_cov_12.194827_1389_110,NODE_243_length_2242_cov_9.932785,NODE_85_length_6086_cov_12.194827,s_9002000001215917_3.strict.fa,s_9002000001287540_19.strict.fa,963,2242,1389,110,2242,6086,1280,99.219,False,False,"['NODE_243_length_2242_cov_9.932785', 963, 2242, 1280, 's_9002000001215917_3.strict.fa', 'NODE_85_length_6086_cov_12.194827', 1389, 110, 's_9002000001287540_19.strict.fa']"
HGT_seq_278,NODE_27_length_12438_cov_12.947670_1820_12432,NODE_19_length_18033_cov_12.956892_2_10616,NODE_27_length_12438_cov_12.947670,NODE_19_length_18033_cov_12.956892,s_9002000001215917_3.strict.fa,s_9002000001456330_2.permissive.fa,1820,12432,2,10616,12438,18033,10615,99.529,True,False,"['NODE_27_length_12438_cov_12.947670', 1820, 12432, 10615, 's_9002000001215917_3.strict.fa', 'NODE_19_length_18033_cov_12.956892', 2, 10616, 's_9002000001456330_2.permissive.fa']"
HGT_seq_279,NODE_256_length_2274_cov_9.684092_1_2274,NODE_177_length_2352_cov_7.890292_2301_28,NODE_256_length_2274_cov_9.684092,NODE_177_length_2352_cov_7.890292,s_9002000001373308_1.strict.fa,s_9002000001392831_7.strict.fa,1,2274,2301,28,2274,2352,2274,100.0,True,True,"['NODE_256_length_2274_cov_9.684092', 1, 2274, 2274, 's_9002000001373308_1.strict.fa', 'NODE_177_length_2352_cov_7.890292', 2301, 28, 's_9002000001392831_7.strict.fa']"
HGT_seq_280,NODE_76_length_8024_cov_28.682394_2836_7924,NODE_104_length_5089_cov_12.261621_1_5089,NODE_76_length_8024_cov_28.682394,NODE_104_length_5089_cov_12.261621,s_9002000001350528_1.permissive.fa,s_9002000001373308_1.strict.fa,2836,7924,1,5089,8024,5089,5089,99.135,True,True,"['NODE_76_length_8024_cov_28.682394', 2836, 7924, 5089, 's_9002000001350528_1.permissive.fa', 'NODE_104_length_5089_cov_12.261621', 1, 5089, 's_9002000001373308_1.strict.fa']"
HGT_seq_281,NODE_285_length_1854_cov_8.733185_1_1850,NODE_115_length_5026_cov_6.841279_1850_1,NODE_285_length_1854_cov_8.733185,NODE_115_length_5026_cov_6.841279,s_9002000001373308_1.strict.fa,s_9002000001567974_27.permissive.fa,1,1850,1850,1,1854,5026,1850,99.568,True,True,"['NODE_285_length_1854_cov_8.733185', 1, 1850, 1850, 's_9002000001373308_1.strict.fa', 'NODE_115_length_5026_cov_6.841279', 1850, 1, 's_9002000001567974_27.permissive.fa']"
HGT_seq_282,NODE_87_length_6281_cov_14.108416_1_6281,NODE_28_length_16125_cov_19.536030_16118_9838,NODE_87_length_6281_cov_14.108416,NODE_28_length_16125_cov_19.536030,s_9002000001215917_3.strict.fa,s_9002000001473223_36.strict.fa,1,6281,16118,9838,6281,16125,6281,99.889,True,True,"['NODE_87_length_6281_cov_14.108416', 1, 6281, 6281, 's_9002000001215917_3.strict.fa', 'NODE_28_length_16125_cov_19.536030', 16118, 9838, 's_9002000001473223_36.strict.fa']"
HGT_seq_283,NODE_157_length_3840_cov_5.185997_1_3840,NODE_55_length_9420_cov_11.014415_423_4262,NODE_157_length_3840_cov_5.185997,NODE_55_length_9420_cov_11.014415,s_9002000001215917_3.strict.fa,s_9002000001473223_36.strict.fa,1,3840,423,4262,3840,9420,3840,99.193,False,True,"['NODE_157_length_3840_cov_5.185997', 1, 3840, 3840, 's_9002000001215917_3.strict.fa', 'NODE_55_length_9420_cov_11.014415', 423, 4262, 's_9002000001473223_36.strict.fa']"
HGT_seq_284,NODE_103_length_5631_cov_15.785689_5023_5631,NODE_41_length_9249_cov_7.510550_1_609,NODE_103_length_5631_cov_15.785689,NODE_41_length_9249_cov_7.510550,s_9002000001247124_37.permissive.fa,s_9002000001447950_2.strict.fa,5023,5631,1,609,5631,9249,609,99.507,True,False,"['NODE_103_length_5631_cov_15.785689', 5023, 5631, 609, 's_9002000001247124_37.permissive.fa', 'NODE_41_length_9249_cov_7.510550', 1, 609, 's_9002000001447950_2.strict.fa']"
HGT_seq_285,NODE_145_length_4150_cov_15.142857_1_4150,NODE_27_length_14904_cov_18.661526_9434_5287,NODE_145_length_4150_cov_15.142857,NODE_27_length_14904_cov_18.661526,s_9002000001373308_1.strict.fa,s_9002000001454080_19.strict.fa,1,4150,9434,5287,4150,14904,4150,99.325,False,True,"['NODE_145_length_4150_cov_15.142857', 1, 4150, 4150, 's_9002000001373308_1.strict.fa', 'NODE_27_length_14904_cov_18.661526', 9434, 5287, 's_9002000001454080_19.strict.fa']"
HGT_seq_286,NODE_119_length_4605_cov_13.879780_1_1447,NODE_119_length_4836_cov_15.973227_3372_4818,NODE_119_length_4605_cov_13.879780,NODE_119_length_4836_cov_15.973227,s_9002000001323502_21.permissive.fa,s_9002000001373308_1.strict.fa,1,1447,3372,4818,4605,4836,1447,99.516,True,False,"['NODE_119_length_4605_cov_13.879780', 1, 1447, 1447, 's_9002000001323502_21.permissive.fa', 'NODE_119_length_4836_cov_15.973227', 3372, 4818, 's_9002000001373308_1.strict.fa']"
HGT_seq_287,NODE_4_length_43082_cov_14.602389_1432_14085,NODE_19_length_12654_cov_14.835146_1_12654,NODE_4_length_43082_cov_14.602389,NODE_19_length_12654_cov_14.835146,s_9002000001287540_19.strict.fa,s_9002000001373308_1.strict.fa,1432,14085,1,12654,43082,12654,12654,99.431,False,True,"['NODE_4_length_43082_cov_14.602389', 1432, 14085, 12654, 's_9002000001287540_19.strict.fa', 'NODE_19_length_12654_cov_14.835146', 1, 12654, 's_9002000001373308_1.strict.fa']"
HGT_seq_288,NODE_2_length_34870_cov_11.226454_14462_23504,NODE_31_length_9381_cov_16.044606_339_9381,NODE_2_length_34870_cov_11.226454,NODE_31_length_9381_cov_16.044606,s_9002000001334186_16.strict.fa,s_9002000001373308_1.strict.fa,14462,23504,339,9381,34870,9381,9043,99.359,False,True,"['NODE_2_length_34870_cov_11.226454', 14462, 23504, 9043, 's_9002000001334186_16.strict.fa', 'NODE_31_length_9381_cov_16.044606', 339, 9381, 's_9002000001373308_1.strict.fa']"
HGT_seq_289,NODE_19_length_12654_cov_14.835146_1_4978,NODE_96_length_6402_cov_16.662360_4978_1,NODE_19_length_12654_cov_14.835146,NODE_96_length_6402_cov_16.662360,s_9002000001373308_1.strict.fa,s_9002000001476065_22.strict.fa,1,4978,4978,1,12654,6402,4978,99.357,True,False,"['NODE_19_length_12654_cov_14.835146', 1, 4978, 4978, 's_9002000001373308_1.strict.fa', 'NODE_96_length_6402_cov_16.662360', 4978, 1, 's_9002000001476065_22.strict.fa']"
HGT_seq_290,NODE_119_length_4836_cov_15.973227_1428_4836,NODE_174_length_3428_cov_8.746516_3428_19,NODE_119_length_4836_cov_15.973227,NODE_174_length_3428_cov_8.746516,s_9002000001373308_1.strict.fa,s_9002000001446502_20.permissive.fa,1428,4836,3428,19,4836,3428,3410,99.296,True,True,"['NODE_119_length_4836_cov_15.973227', 1428, 4836, 3410, 's_9002000001373308_1.strict.fa', 'NODE_174_length_3428_cov_8.746516', 3428, 19, 's_9002000001446502_20.permissive.fa']"
HGT_seq_291,NODE_104_length_5089_cov_12.261621_1_5089,NODE_49_length_10507_cov_9.369881_5178_90,NODE_104_length_5089_cov_12.261621,NODE_49_length_10507_cov_9.369881,s_9002000001373308_1.strict.fa,s_9002000001456330_2.permissive.fa,1,5089,5178,90,5089,10507,5089,99.135,True,True,"['NODE_104_length_5089_cov_12.261621', 1, 5089, 5089, 's_9002000001373308_1.strict.fa', 'NODE_49_length_10507_cov_9.369881', 5178, 90, 's_9002000001456330_2.permissive.fa']"
HGT_seq_292,NODE_50_length_10773_cov_14.729520_1_662,NODE_181_length_3252_cov_8.112606_662_1,NODE_50_length_10773_cov_14.729520,NODE_181_length_3252_cov_8.112606,s_9002000001247124_37.permissive.fa,s_9002000001484586_20.permissive.fa,1,662,662,1,10773,3252,662,99.698,True,False,"['NODE_50_length_10773_cov_14.729520', 1, 662, 662, 's_9002000001247124_37.permissive.fa', 'NODE_181_length_3252_cov_8.112606', 662, 1, 's_9002000001484586_20.permissive.fa']"
HGT_seq_293,NODE_92_length_6117_cov_15.025404_1_6117,NODE_46_length_12426_cov_19.496565_9144_3025,NODE_92_length_6117_cov_15.025404,NODE_46_length_12426_cov_19.496565,s_9002000001247124_37.permissive.fa,s_9002000001343701_48.permissive.fa,1,6117,9144,3025,6117,12426,6120,99.902,False,True,"['NODE_92_length_6117_cov_15.025404', 1, 6117, 6120, 's_9002000001247124_37.permissive.fa', 'NODE_46_length_12426_cov_19.496565', 9144, 3025, 's_9002000001343701_48.permissive.fa']"
HGT_seq_294,NODE_145_length_4150_cov_15.142857_1_4099,NODE_118_length_4696_cov_9.726568_4097_1,NODE_145_length_4150_cov_15.142857,NODE_118_length_4696_cov_9.726568,s_9002000001373308_1.strict.fa,s_9002000001567974_27.permissive.fa,1,4099,4097,1,4150,4696,4099,99.268,True,True,"['NODE_145_length_4150_cov_15.142857', 1, 4099, 4099, 's_9002000001373308_1.strict.fa', 'NODE_118_length_4696_cov_9.726568', 4097, 1, 's_9002000001567974_27.permissive.fa']"
HGT_seq_295,NODE_141_length_4290_cov_14.451476_2967_4290,NODE_177_length_2192_cov_7.152082_1_1325,NODE_141_length_4290_cov_14.451476,NODE_177_length_2192_cov_7.152082,s_9002000001247124_37.permissive.fa,s_9002000001567974_27.permissive.fa,2967,4290,1,1325,4290,2192,1325,99.094,True,False,"['NODE_141_length_4290_cov_14.451476', 2967, 4290, 1325, 's_9002000001247124_37.permissive.fa', 'NODE_177_length_2192_cov_7.152082', 1, 1325, 's_9002000001567974_27.permissive.fa']"
HGT_seq_296,NODE_19_length_12654_cov_14.835146_1_12654,NODE_2_length_21048_cov_8.499833_19463_6810,NODE_19_length_12654_cov_14.835146,NODE_2_length_21048_cov_8.499833,s_9002000001373308_1.strict.fa,s_9002000001467905_4.permissive.fa,1,12654,19463,6810,12654,21048,12654,99.486,False,True,"['NODE_19_length_12654_cov_14.835146', 1, 12654, 12654, 's_9002000001373308_1.strict.fa', 'NODE_2_length_21048_cov_8.499833', 19463, 6810, 's_9002000001467905_4.permissive.fa']"
HGT_seq_297,NODE_3_length_32329_cov_14.628432_8694_11775,NODE_188_length_3082_cov_10.404361_3082_1,NODE_3_length_32329_cov_14.628432,NODE_188_length_3082_cov_10.404361,s_9002000001247124_37.permissive.fa,s_9002000001484586_20.permissive.fa,8694,11775,3082,1,32329,3082,3082,99.189,False,True,"['NODE_3_length_32329_cov_14.628432', 8694, 11775, 3082, 's_9002000001247124_37.permissive.fa', 'NODE_188_length_3082_cov_10.404361', 3082, 1, 's_9002000001484586_20.permissive.fa']"
HGT_seq_298,NODE_271_length_1611_cov_10.049486_1_914,NODE_111_length_5039_cov_8.955457_4050_4963,NODE_271_length_1611_cov_10.049486,NODE_111_length_5039_cov_8.955457,s_9002000001215917_3.strict.fa,s_9002000001580090_45.strict.fa,1,914,4050,4963,1611,5039,914,99.125,True,False,"['NODE_271_length_1611_cov_10.049486', 1, 914, 914, 's_9002000001215917_3.strict.fa', 'NODE_111_length_5039_cov_8.955457', 4050, 4963, 's_9002000001580090_45.strict.fa']"
HGT_seq_299,NODE_104_length_5089_cov_12.261621_1_5089,NODE_89_length_5224_cov_15.832850_47_5135,NODE_104_length_5089_cov_12.261621,NODE_89_length_5224_cov_15.832850,s_9002000001373308_1.strict.fa,s_9002000001473223_36.strict.fa,1,5089,47,5135,5089,5224,5089,99.194,True,True,"['NODE_104_length_5089_cov_12.261621', 1, 5089, 5089, 's_9002000001373308_1.strict.fa', 'NODE_89_length_5224_cov_15.832850', 47, 5135, 's_9002000001473223_36.strict.fa']"
HGT_seq_300,NODE_27_length_12438_cov_12.947670_3361_12438,NODE_1706_length_9585_cov_14.328017_9585_508,NODE_27_length_12438_cov_12.947670,NODE_1706_length_9585_cov_14.328017,s_9002000001215917_3.strict.fa,s_9002000001312311_33.orig.fa,3361,12438,9585,508,12438,9585,9078,99.636,True,True,"['NODE_27_length_12438_cov_12.947670', 3361, 12438, 9078, 's_9002000001215917_3.strict.fa', 'NODE_1706_length_9585_cov_14.328017', 9585, 508, 's_9002000001312311_33.orig.fa']"
